X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
11.629031	-5.056115e-06	-1.056033e-06	1.744054e-05	6.836413e-05	
11.630031	2.860713e-06	2.262914e-06	1.008435e-05	5.204378e-05	
11.631032	5.689823e-06	1.770589e-06	2.789618e-06	3.455487e-05	
11.632032	-7.737676e-07	-2.664828e-06	4.969526e-06	2.005653e-05	
11.633032	-2.477502e-06	-5.003172e-06	1.123992e-06	8.724447e-06	
11.634032	4.796562e-07	-5.307710e-06	-1.936632e-06	8.979358e-06	
11.635032	-3.592871e-06	-5.097887e-06	-4.790730e-07	3.651312e-06	
11.636032	-4.038728e-06	-4.874949e-06	-3.183898e-06	-5.861246e-06	
11.637032	-6.576364e-07	-2.080116e-06	-4.918769e-06	-1.243402e-05	
11.638033	-4.173737e-06	1.257349e-06	-5.746380e-06	-2.165719e-05	
11.639033	-3.239146e-06	1.368898e-06	-5.970409e-06	-3.060124e-05	
11.640033	-1.432707e-06	-9.366464e-07	-7.543595e-06	-3.747468e-05	
11.641033	-4.080840e-06	-2.568070e-06	-9.578336e-06	-4.083938e-05	
11.642033	-1.255116e-06	-2.045789e-06	-3.968912e-06	-3.125893e-05	
11.643033	1.626401e-06	-7.061525e-07	2.507551e-07	-5.424828e-07	
11.644034	4.028739e-06	6.677711e-07	5.570835e-07	2.966284e-05	
11.645034	6.089854e-06	6.819494e-07	4.665575e-06	3.626975e-05	
11.646034	2.994103e-06	-6.738187e-07	4.769036e-06	3.131032e-05	
11.647034	3.774270e-06	1.634510e-07	1.283639e-06	2.345817e-05	
11.648034	5.059082e-06	2.448699e-07	3.196833e-07	1.651135e-05	
11.649034	1.684970e-06	-3.436874e-06	-1.602088e-06	1.594915e-05	
11.650034	4.073821e-07	-2.035840e-06	-2.079733e-06	7.101913e-06	
11.651035	-1.930609e-06	5.809343e-06	-2.040314e-06	-1.535110e-05	
11.652035	-2.335939e-06	8.569550e-06	-3.366206e-06	-3.421294e-05	
11.653035	-6.404399e-07	4.688964e-06	-3.801550e-07	-4.222717e-05	
11.654035	-2.708415e-06	4.949572e-06	6.637241e-07	-4.532183e-05	
11.655035	-4.890938e-07	7.141115e-06	-2.309709e-06	-4.673904e-05	
11.656035	5.504379e-07	3.907030e-06	-3.993737e-07	-4.517302e-05	
11.657035	-7.523469e-07	3.675868e-06	3.298633e-06	-4.033312e-05	
11.658036	3.177896e-06	3.232170e-06	6.348915e-06	-1.741405e-05	
11.659036	2.135622e-06	-1.264705e-06	8.749032e-06	3.382971e-05	
11.660036	1.448355e-06	-3.579956e-07	7.116248e-06	7.023378e-05	
11.661036	2.169979e-06	-6.287660e-07	3.702880e-06	6.453895e-05	
11.662036	-1.894107e-06	-2.474589e-06	-8.828960e-08	4.711224e-05	
11.663036	-1.123384e-06	-1.599439e-06	-3.150383e-06	3.062558e-05	
11.664037	-1.345823e-06	-5.490522e-06	-3.908976e-06	1.621767e-05	
11.665037	-3.284046e-06	-7.189763e-06	-4.376972e-06	6.442346e-06	
11.666037	-1.938396e-06	-4.604862e-06	-4.429770e-06	-8.440365e-06	
11.667037	-2.187127e-06	-4.747670e-06	-5.524420e-06	-1.843480e-05	
11.668037	-5.769183e-07	-2.206180e-06	-7.964417e-06	-2.168580e-05	
11.669037	7.725919e-07	-9.794384e-07	-6.395004e-06	-2.508739e-05	
11.670037	-1.338437e-07	-6.049723e-07	-2.402028e-06	-1.418343e-05	
11.671038	-4.205369e-07	6.851980e-06	3.723469e-07	-2.955667e-06	
11.672038	-2.713164e-06	4.147437e-06	1.850249e-06	-2.104175e-07	
11.673038	-5.419347e-06	-5.866314e-06	1.773695e-06	1.175408e-05	
11.674038	-2.839158e-06	-2.127345e-06	2.632496e-06	1.788652e-05	
11.675038	4.933702e-06	1.424847e-06	4.153027e-06	1.805848e-05	
11.676038	7.272185e-06	1.278832e-06	3.643941e-06	2.167276e-05	
11.677038	7.001682e-07	3.261963e-06	1.732181e-06	1.056801e-05	
11.678039	-5.653973e-06	-3.199404e-06	1.455822e-07	-6.038766e-06	
11.679039	-4.814123e-06	-3.462468e-06	-1.714014e-06	-1.089794e-05	
11.680039	9.741251e-07	7.841574e-06	-1.905257e-06	-1.390370e-05	
11.681039	5.703549e-07	9.336447e-06	4.082628e-07	-1.912160e-05	
11.682039	-3.677040e-06	3.551951e-06	6.345845e-07	-1.642863e-05	
11.683039	-4.003104e-06	6.578736e-07	6.025020e-07	-1.137702e-05	
11.684040	-1.866036e-06	1.242934e-06	7.432239e-07	-7.990677e-06	
11.685040	2.568357e-06	3.386177e-06	1.155995e-07	8.489950e-06	
11.686040	6.619736e-06	2.781472e-06	1.361861e-06	1.338214e-05	
11.687040	9.943817e-06	2.400247e-06	1.715398e-06	-9.134572e-06	
11.688040	9.107599e-06	-9.410108e-07	2.692601e-06	-1.325455e-05	
11.689040	6.134461e-06	-7.885228e-06	1.566191e-06	-1.317450e-06	
11.690040	6.411192e-06	-6.551305e-06	-2.296717e-06	3.179908e-07	
11.691041	1.409684e-06	-3.981312e-06	3.288115e-07	2.045934e-06	
11.692041	-3.150988e-06	-7.696202e-06	2.754285e-07	-7.816611e-06	
11.693041	-1.080681e-06	-8.465847e-06	-2.456588e-06	-6.844695e-06	
11.694041	-8.040440e-08	-5.892157e-06	2.342890e-06	3.059863e-05	
11.695041	3.408758e-07	-1.906465e-06	3.194251e-06	4.268145e-05	
11.696041	-4.861967e-08	1.149767e-06	2.291024e-07	1.772000e-05	
11.697041	-1.845607e-06	8.298998e-07	3.390484e-07	5.698252e-06	
11.698042	-1.848687e-06	8.354489e-07	-5.691733e-07	8.240373e-08	
11.699042	-4.992931e-07	9.739795e-07	-4.701985e-07	-7.248382e-06	
11.700042	-1.499524e-06	3.617479e-06	5.429878e-07	-1.327288e-05	
11.701042	-3.217277e-06	6.044747e-06	-2.367344e-06	-2.188394e-05	
11.702042	-2.415045e-06	3.296766e-06	-5.778223e-06	-2.691105e-05	
11.703042	-3.808157e-06	1.640118e-06	-3.519452e-06	-4.074653e-05	
11.704043	-5.411677e-06	7.302601e-07	-6.083461e-07	-4.678929e-05	
11.705043	-3.197139e-06	2.299473e-06	1.997337e-07	-1.840709e-05	
11.706043	-7.001463e-07	7.050337e-06	4.554343e-06	7.184041e-06	
11.707043	6.589433e-07	4.118559e-06	7.219536e-06	1.023597e-05	
11.708043	-6.369682e-07	-9.582605e-07	3.609336e-06	2.125360e-05	
11.709043	-8.997863e-07	-1.851669e-07	4.196960e-06	3.714903e-05	
11.710043	8.733639e-07	-2.080088e-06	8.531191e-06	3.309390e-05	
11.711044	3.763612e-07	-3.999144e-06	6.856894e-06	2.238553e-05	
11.712044	6.324704e-07	1.457232e-07	5.156782e-06	1.898547e-05	
11.713044	-2.388428e-07	1.582853e-06	3.291135e-06	1.471352e-05	
11.714044	-1.767212e-06	-1.654574e-06	-1.991488e-06	1.151846e-05	
11.715044	-1.230265e-06	-3.831458e-06	-2.452468e-06	1.158984e-05	
11.716044	-2.653123e-06	-3.081690e-06	-2.967856e-06	7.731511e-06	
11.717044	-2.437622e-06	-9.095617e-07	-6.242450e-06	6.250126e-07	
11.718045	-1.784444e-06	1.460255e-07	-6.760799e-06	-7.181017e-06	
11.719045	-2.681460e-06	9.435581e-07	-8.699304e-06	-1.802828e-05	
11.720045	1.861026e-07	1.766551e-06	-1.072950e-05	-2.401726e-05	
11.721045	4.041437e-07	2.967702e-06	-9.842346e-06	-3.226586e-05	
11.722045	7.596721e-07	1.851418e-06	-9.996489e-06	-4.958876e-05	
11.723045	7.340994e-06	-2.703555e-06	-9.723366e-06	-4.113308e-05	
11.724046	5.902379e-06	-4.259955e-06	-6.072682e-06	-3.136369e-06	
11.725046	1.036089e-07	-1.566915e-06	-2.873482e-06	2.966282e-05	
11.726046	2.493702e-06	5.076077e-07	-2.528109e-06	3.893428e-05	
11.727046	4.712213e-06	-1.227685e-06	-2.060933e-06	2.431809e-05	
11.728046	4.874035e-06	-2.447351e-07	-8.564286e-07	1.503254e-05	
11.729046	3.116950e-06	4.862454e-06	-6.655597e-07	1.447993e-05	
11.730046	-3.493155e-06	1.771205e-06	-1.488087e-07	1.699944e-06	
11.731047	-5.496050e-06	-4.808360e-06	1.317591e-06	-2.796614e-06	
11.732047	-1.379698e-06	-1.688337e-06	1.449950e-06	8.982090e-06	
11.733047	1.358128e-06	3.545690e-06	1.591191e-06	7.957934e-06	
11.734047	5.924350e-07	2.507969e-06	2.842704e-06	-1.017177e-05	
11.735047	2.519109e-07	9.600732e-07	2.421191e-06	-3.540695e-05	
11.736047	5.633772e-06	1.562712e-06	1.059260e-06	-6.285952e-05	
11.737047	6.507844e-06	1.859841e-06	3.161560e-06	-4.041543e-05	
11.738048	7.644341e-07	2.597098e-06	9.791115e-06	2.425053e-05	
11.739048	1.256453e-06	2.090659e-06	1.277223e-05	3.881285e-05	
11.740048	1.703999e-06	-1.831194e-06	8.182652e-06	1.726530e-05	
11.741048	-3.370529e-06	-2.191313e-06	6.958157e-06	4.752879e-06	
11.742048	-6.257438e-06	1.173798e-06	1.151479e-05	1.115591e-07	
11.743048	-3.678561e-06	-1.412226e-06	1.082876e-05	7.632631e-06	
11.744049	-1.251932e-06	-4.098128e-06	7.710259e-06	5.242720e-06	
11.745049	-1.908036e-06	-1.736966e-06	1.153616e-05	2.157240e-06	
11.746049	-1.307978e-07	-1.246173e-06	1.418145e-05	1.250417e-05	
11.747049	1.448739e-06	1.423737e-06	1.083420e-05	1.082784e-05	
11.748049	3.586779e-06	4.319195e-06	9.596707e-06	5.894997e-06	
11.749049	2.958310e-06	5.857580e-08	9.760397e-06	1.051336e-05	
11.750049	-5.258518e-06	-2.454666e-06	5.688867e-06	1.847061e-05	
11.751050	-5.741081e-06	-1.350930e-06	6.312574e-07	2.306466e-05	
11.752050	-2.284762e-06	-4.202287e-07	-1.688586e-07	1.444579e-05	
11.753050	-4.212680e-06	-3.008897e-06	-2.783878e-06	-1.728871e-06	
11.754050	-5.095352e-06	-7.249074e-06	-7.469843e-06	-2.156706e-05	
11.755050	-5.440518e-06	-1.450359e-06	-6.179769e-06	-3.086260e-05	
11.756050	-4.039940e-06	2.580088e-06	-6.878223e-06	-1.267907e-05	
11.757050	-5.221770e-06	9.161117e-07	-1.307068e-05	7.131994e-06	
11.758051	-5.342797e-06	2.566291e-06	-1.626277e-05	1.318242e-05	
11.759051	2.580794e-07	-3.929845e-07	-1.965181e-05	1.516886e-05	
11.760051	-2.703072e-07	1.261614e-06	-2.514555e-05	3.379424e-06	
11.761051	1.210292e-06	7.401509e-06	-2.476244e-05	-1.978520e-05	
11.762051	4.700396e-06	3.091984e-06	-2.067200e-05	-3.108719e-05	
11.763051	1.292784e-06	-1.122105e-06	-1.730133e-05	-2.889925e-05	
11.764052	3.640418e-06	9.440044e-07	-1.177561e-05	-2.317964e-05	
