X [s]	1 Gast Med [V]	2 T Ant [V]	3 R Fem [V]	4 B Fem [V]	
22.208306	2.635099e-05	8.044157e-06	2.246963e-06	1.631690e-06	
22.209306	2.635747e-05	8.135964e-06	2.234778e-06	1.657222e-06	
22.210307	2.635909e-05	8.232487e-06	2.223266e-06	1.685312e-06	
22.211308	2.635593e-05	8.333717e-06	2.212463e-06	1.716046e-06	
22.212309	2.634808e-05	8.439644e-06	2.202405e-06	1.749509e-06	
22.213310	2.633562e-05	8.550258e-06	2.193129e-06	1.785787e-06	
22.214311	2.631864e-05	8.665549e-06	2.184670e-06	1.824965e-06	
22.215312	2.629722e-05	8.785508e-06	2.177066e-06	1.867128e-06	
22.216313	2.627146e-05	8.910125e-06	2.170353e-06	1.912362e-06	
22.217313	2.624143e-05	9.039390e-06	2.164568e-06	1.960752e-06	
22.218314	2.620721e-05	9.173294e-06	2.159746e-06	2.012384e-06	
22.219315	2.616891e-05	9.311827e-06	2.155924e-06	2.067343e-06	
22.220316	2.612659e-05	9.454979e-06	2.153139e-06	2.125715e-06	
22.221317	2.608035e-05	9.602740e-06	2.151427e-06	2.187584e-06	
22.222318	2.603027e-05	9.755101e-06	2.150824e-06	2.253037e-06	
